,Municipio,Novos_casos,Populacao_estimada,Latitude,Longitude,Relacao_perc_pop_covid
4338,santo antonio do pinhal,600,6843,-22.8250504,-45.6674063,8.7681
4339,santo antonio do planalto,115,2018,-28.3991804,-52.6910319,5.6987
4340,santo antonio do retiro,381,7316,-15.3426419,-42.6223938,5.2078
4341,santo antonio do rio abaixo,67,1756,-19.2280364,-43.2532149,3.8155
4342,santo antonio do sudoeste,2185,20354,-26.0727118,-53.725556,10.735
4343,santo antonio do taua,1506,32346,-1.1522,-48.131446,4.6559
4344,santo antonio dos lopes,615,14516,-4.866134,-44.365278,4.2367
4345,santo antonio dos milagres,110,2172,-6.047544,-42.7117391,5.0645
4346,santo augusto,1762,13813,-27.852577,-53.777605,12.7561
4347,santo cristo,1562,14177,-27.826259,-54.661963,11.0178
4348,santo estevao,3371,53666,-12.4340621,-39.2556115,6.2814
4349,santo expedito,145,3159,-21.8508736,-51.3925315,4.5901
4350,santo expedito do sul,224,2287,-27.9098613,-51.6433072,9.7945
4351,santo hipolito,114,3044,-18.2965683,-44.2214292,3.7451
4352,santo inacio,381,5422,-22.6973239,-51.792679,7.0269
4353,santo inacio do piaui,142,3809,-7.4224725,-41.9146001,3.728
4354,santopolis do aguapei,455,4856,-21.6379556,-50.5008527,9.3699
4355,santos,22861,433991,-23.9335988,-46.3286399,5.2676
4356,santos dumont,4024,46357,-21.455867,-43.5522107,8.6805
4357,sao benedito,2651,48354,-4.0479885,-40.8643005,5.4825
4358,sao benedito do rio preto,583,18769,-3.3306675,-43.5264074,3.1062
4359,sao benedito do sul,290,16239,-8.8107294,-35.9334035,1.7858
4360,sao bentinho,341,4602,-6.8900937,-37.7259704,7.4098
4361,sao bento,2447,45989,-2.6999089,-44.8331254,5.3208
4362,sao bento abade,238,5411,-21.5816076,-45.0759227,4.3984
4363,sao bento do norte,250,2687,-5.0643426,-36.041433,9.3041
4364,sao bento do sapucai,675,10907,-22.6884605,-45.7329767,6.1887
4365,sao bento do sul,9753,86317,-26.2483669,-49.3820672,11.299
4366,sao bento do tocantins,293,5457,-6.021853,-47.900057,5.3693
4367,sao bento do trairi,169,4541,-6.3426719,-36.0851109,3.7216
4368,sao bento do una,2134,60567,-8.5207092,-36.4445546,3.5234
4369,sao bernardino,303,2239,-26.4712934,-52.9658921,13.5328
4370,sao bernardo,317,28825,-3.3650267,-42.4224814,1.0997
4371,sao bernardo do campo,8790,849874,-23.7080345,-46.5506747,1.0343
4372,sao bonifacio,223,2791,-27.900907,-48.932608,7.99
4373,sao borja,8183,59768,-28.6592237,-56.0044295,13.6913
4374,sao bras,129,6977,-10.1258829,-36.898249,1.8489
4375,sao bras do suacui,299,3770,-20.625,-43.948889,7.931
4376,sao braz do piaui,69,4454,-9.065002,-42.9982797,1.5492
4377,sao caetano de odivelas,533,18207,-0.747293,-48.024622,2.9274
4378,sao caetano do sul,12835,162763,-23.6195923,-46.5688323,7.8857
4379,sao caitano,1467,37488,-8.3304491,-36.135359,3.9133
4380,sao carlos,21334,256915,-22.0180395,-47.891154,8.3039
4381,sao carlos do ivai,1000,6961,-23.315828,-52.476143,14.3658
4382,sao cristovao,6492,92090,-0.8651783,-48.1171083,7.0496
4383,sao cristovao do sul,204,5646,-27.2670093,-50.4409508,3.6132
4384,sao desiderio,2524,34764,-12.357196,-44.976881,7.2604
4385,sao domingos,2510,9422,-11.4636112,-39.526527,26.6398
4386,sao domingos das dores,548,5672,-19.5281943,-42.0132239,9.6615
4387,sao domingos do araguaia,1804,25945,-5.5412778,-48.7300015,6.9532
4388,sao domingos do azeitao,120,7448,-6.810868,-44.6445713,1.6112
4389,sao domingos do capim,939,32285,-1.6789331,-47.7717815,2.9085
4390,sao domingos do cariri,130,2645,-7.6350228,-36.4317431,4.9149
4391,sao domingos do maranhao,2323,34391,-5.5799743,-44.3841617,6.7547
4392,sao domingos do norte,1029,8735,-19.1461276,-40.6214803,11.7802
4393,sao domingos do prata,1076,17296,-19.8671078,-42.9658318,6.2211
4394,sao domingos do sul,326,3091,-28.5297239,-51.8905306,10.5467
4395,sao felipe,2659,21083,-12.8413439,-39.0942048,12.6121
4396,sao felipe d oeste,453,4962,-11.9107798,-61.5130058,9.1294
4397,sao felix,552,14784,-12.6069891,-38.9695574,3.7338
4398,sao felix de balsas,78,4540,-7.0834586,-44.8139329,1.7181
4399,sao felix de minas,187,3354,-18.5907117,-41.4873737,5.5754
4400,sao felix do araguaia,1702,11934,-11.6170646,-50.6667246,14.2618
4401,sao felix do coribe,698,15543,-13.4041311,-44.1902554,4.4908
4402,sao felix do piaui,249,2923,-5.9324414,-42.1119867,8.5186
4403,sao felix do tocantins,77,1610,-10.161465,-46.661786,4.7826
4404,sao felix do xingu,1511,135732,-6.6386974,-51.9787582,1.1132
4405,sao fernando,326,3606,-6.379745,-37.186362,9.0405
4406,sao fidelis,284,38749,-21.647,-41.7452,0.7329
4407,sao francisco,2100,56625,-20.3604438,-50.696603,3.7086
4408,sao francisco de assis,1229,18081,-29.559214,-55.1209843,6.7972
4409,sao francisco de assis do piaui,68,5801,-8.237476,-41.686332,1.1722
4410,sao francisco de goias,517,6265,-15.9334279,-49.2608329,8.2522
4411,sao francisco de itabapoana,1581,42214,-21.4743,-41.1172,3.7452
4412,sao francisco de paula,2005,6512,-29.448454,-50.5833027,30.7893
4413,sao francisco de sales,742,6309,-19.863056,-49.773889,11.761
4414,sao francisco do brejao,266,12082,-5.124869,-47.3871865,2.2016
4415,sao francisco do conde,2382,40664,-12.628108,-38.6811326,5.8578
4416,sao francisco do gloria,408,4758,-20.790069,-42.2679636,8.575
4417,sao francisco do guapore,2259,21088,-12.0609982,-63.5668307,10.7123
4418,sao francisco do maranhao,153,12226,-6.249397,-42.8581192,1.2514
4419,sao francisco do oeste,130,4281,-5.9995802,-38.1679964,3.0367
4420,sao francisco do para,756,15978,-1.1693995,-47.7972589,4.7315
4421,sao francisco do piaui,174,6417,-7.2460489,-42.5414016,2.7115
4422,sao francisco do sul,5193,54751,-26.2495087,-48.6308087,9.4848
4423,sao gabriel,7653,62187,-30.334214,-54.3227149,12.3064
4424,sao gabriel da cachoeira,3471,47031,-0.1249715,-67.0813855,7.3802
4425,sao gabriel da palha,4793,39085,-19.0148349,-40.539464,12.263
4426,sao gabriel do oeste,2628,27660,-19.3944843,-54.5755213,9.5011
4427,sao geraldo,714,12751,-20.9221894,-42.8343489,5.5996
4428,sao geraldo da piedade,158,3860,-18.8449508,-42.2886336,4.0933
4429,sao geraldo do araguaia,1319,24566,-6.3927847,-48.5630137,5.3692
4430,sao geraldo do baixio,185,4104,-18.9167012,-41.3613816,4.5078
4431,sao goncalo,12454,1098357,-22.8219014,-43.0309252,1.1339
4432,sao goncalo do abaete,435,8527,-18.3420302,-45.834112,5.1014
4433,sao goncalo do amarante,10918,49306,-5.7932331,-35.3286312,22.1433
4434,sao goncalo do gurgueia,154,3071,-10.0303022,-45.3032826,5.0147
4435,sao goncalo do para,471,12776,-19.982778,-44.859167,3.6866
4436,sao goncalo do piaui,328,5044,-5.9970067,-42.7041762,6.5028
4437,sao goncalo do rio abaixo,1082,11114,-19.8252042,-43.362126,9.7355
4438,sao goncalo do rio preto,238,3178,-18.0042852,-43.3811575,7.489
4439,sao goncalo do sapucai,2606,25670,-21.8905238,-45.5935943,10.1519
4440,sao goncalo dos campos,1414,38315,-12.4339991,-38.9488082,3.6905
4441,sao gotardo,3008,36084,-19.3168844,-46.0476596,8.3361
4442,sao jeronimo,1491,24569,-29.959642,-51.7238192,6.0686
4443,sao jeronimo da serra,760,11088,-23.7221275,-50.7389164,6.8543
4444,sao joao,1909,23002,-25.6164631,-53.6928707,8.2993
4445,sao joao batista,2864,39719,-27.277547,-48.8496101,7.2107
4446,sao joao batista do gloria,881,7541,-20.6413912,-46.5052866,11.6828
4447,sao joao d alianca,586,14423,-14.7043453,-47.5206865,4.063
4448,sao joao da baliza,773,8492,0.951659,-59.913293,9.1027
4449,sao joao da barra,3136,36731,-21.6348588,-41.0487079,8.5377
4450,sao joao da boa vista,8289,92315,-21.9687099,-46.7969216,8.979
4451,sao joao da canabrava,447,4619,-6.8175686,-41.3461715,9.6774
4452,sao joao da fronteira,128,6084,-3.9390215,-41.2592109,2.1039
4453,sao joao da lagoa,268,4949,-16.851502,-44.3460615,5.4152
4454,sao joao da mata,281,2743,-21.9311736,-45.9287155,10.2443
4455,sao joao da parauna,115,1312,-16.8161447,-50.408197,8.7652
4456,sao joao da ponta,32,6294,-0.8526516,-47.9224095,0.5084
4457,sao joao da ponte,329,25033,-15.9283299,-44.0078035,1.3143
4458,sao joao da serra,253,6106,-5.5163795,-41.8967078,4.1435
4459,sao joao da urtiga,594,4625,-27.8162722,-51.8297741,12.8432
4460,sao joao da varjota,296,4856,-6.9151806,-41.8643155,6.0956
4461,sao joao das duas pontes,130,2555,-20.3878223,-50.378858,5.0881
4462,sao joao das missoes,421,13232,-14.8808771,-44.0829518,3.1817
4463,sao joao de iracema,131,1942,-20.5134345,-50.352595,6.7456
4464,sao joao de meriti,8183,473385,-22.7853575,-43.36671499895641,1.7286
4465,sao joao de pirabas,91,23440,-0.7733201,-47.1770631,0.3882
4466,sao joao del rei,8324,90897,-21.1335755,-44.2588086,9.1576
4467,sao joao do araguaia,34,14105,-5.3617017,-48.7911109,0.241
4468,sao joao do arraial,594,8085,-3.8126524,-42.4508146,7.3469
4469,sao joao do caiua,528,5819,-22.8544849,-52.3371114,9.0737
4470,sao joao do cariri,258,4170,-7.386747,-36.5288956,6.1871
4471,sao joao do caru,125,15768,-3.5556764,-46.2569799,0.7927
4472,sao joao do itaperiu,399,3784,-26.6186415,-48.7670219,10.5444
4473,sao joao do ivai,1136,9897,-23.9914063,-51.8232148,11.4782
4474,sao joao do jaguaribe,588,7557,-5.2719441,-38.271993,7.7809
4475,sao joao do manhuacu,543,11785,-20.3938555,-42.1499705,4.6076
4476,sao joao do manteninha,644,5975,-18.7229295,-41.1615277,10.7782
4477,sao joao do oeste,469,6423,-27.0981223,-53.5931508,7.3019
4478,sao joao do oriente,454,7393,-19.3408771,-42.1550791,6.1409
4479,sao joao do pacui,50,4476,-16.5374481,-44.5309375,1.1171
4480,sao joao do paraiso,1884,23797,-15.3171214,-42.01678,7.917
4481,sao joao do pau d alho,186,2095,-21.2701055,-51.6654978,8.8783
4482,sao joao do piaui,1979,20720,-8.3601426,-42.2487642,9.5512
4483,sao joao do polesine,382,2535,-29.6156424,-53.4455412,15.069
4484,sao joao do rio do peixe,1098,18020,-6.7291053,-38.4478745,6.0932
4485,sao joao do sabugi,639,6221,-6.7189116,-37.1998215,10.2717
4486,sao joao do soter,612,18746,-5.1122323,-43.8109269,3.2647
4487,sao joao do sul,642,7332,-29.2246601,-49.8081785,8.7561
4488,sao joao do tigre,247,4408,-8.078237,-36.849141,5.6034
4489,sao joao do triunfo,811,15359,-25.682971,-50.29492,5.2803
4490,sao joao dos patos,1203,26063,-6.4934,-43.703623,4.6157
4491,sao joao evangelista,939,15761,-18.548023,-42.7652888,5.9577
4492,sao joao nepomuceno,2211,26530,-21.5359158,-43.0151428,8.334
4493,sao joaquim,2720,27322,-28.2924972,-49.9353255,9.9553
4494,sao joaquim da barra,5010,52737,-20.5814993,-47.8608238,9.5
4495,sao joaquim de bicas,1265,32696,-20.0489052,-44.2731691,3.869
4496,sao joaquim do monte,562,21439,-8.4323653,-35.8076179,2.6214
4497,sao jorge,226,2808,-28.5006499,-51.7050503,8.0484
4498,sao jorge d oeste,988,9005,-25.7086966,-52.9189882,10.9717
4499,sao jorge do ivai,625,5535,-23.4327325,-52.2924553,11.2918
4500,sao jorge do patrocinio,879,5532,-23.7612908,-53.8806252,15.8894
4501,sao jose,10518,253705,-2.0922083,-48.1696667,4.1458
4502,sao jose da barra,624,7532,-20.7180697,-46.3125073,8.2847
4503,sao jose da bela vista,264,8991,-20.5934194,-47.6416942,2.9363
4504,sao jose da boa vista,483,6115,-23.9171872,-49.6508016,7.8986
4505,sao jose da coroa grande,1126,21868,-8.889375,-35.151461,5.1491
4506,sao jose da lagoa tapada,852,7622,-6.9426858,-38.1639988,11.1782
4507,sao jose da laje,474,24064,-9.0093044,-36.056732,1.9697
4508,sao jose da lapa,1872,24490,-19.6988548,-43.9583194,7.6439
4509,sao jose da safira,234,4291,-18.324167,-42.143333,5.4533
4510,sao jose da tapera,471,32462,-9.5584287,-37.3818893,1.4509
4511,sao jose da varginha,219,5151,-19.7087286,-44.5577812,4.2516
4512,sao jose da vitoria,354,5562,-15.0790716,-39.3365369,6.3646
4513,sao jose das missoes,181,2491,-27.7783652,-53.1185847,7.2662
4514,sao jose das palmeiras,397,3601,-24.8350864,-54.0621488,11.0247
4515,sao jose de caiana,245,6394,-7.2495911,-38.2999416,3.8317
4516,sao jose de espinharas,372,4631,-6.8465204,-37.3250225,8.0328
4517,sao jose de mipibu,3289,44566,-6.0746867,-35.2370184,7.3801
4518,sao jose de piranhas,1499,20406,-7.1198508,-38.4991347,7.3459
4519,sao jose de princesa,189,3898,-7.7412144,-38.0989448,4.8486
4520,sao jose de ribamar,2465,180345,-2.5609115,-44.0559509,1.3668
4521,sao jose de uba,977,7240,-21.3595365,-41.9389905,13.4945
4522,sao jose do alegre,208,4222,-22.330449,-45.5284585,4.9266
4523,sao jose do barreiro,279,4141,-22.6452376,-44.5805246,6.7375
4524,sao jose do belmonte,1514,34082,-7.8641261,-38.7599545,4.4422
4525,sao jose do bonfim,74,3619,-7.1616115,-37.3081198,2.0448
4526,sao jose do brejo do cruz,137,1821,-6.212327,-37.3544536,7.5233
4527,sao jose do calcado,896,10536,-21.0271161,-41.654069,8.5042
4528,sao jose do campestre,615,12901,-6.3148531,-35.7128188,4.7671
4529,sao jose do cedro,1804,13811,-26.4555904,-53.4954785,13.0621
4530,sao jose do cerrito,504,8054,-27.6627041,-50.5791762,6.2578
4531,sao jose do divino,483,5361,-18.479798,-41.3893208,9.0095
4532,sao jose do egito,1576,34210,-7.469447,-37.273974,4.6068
4533,sao jose do goiabal,277,5356,-19.925098,-42.7083162,5.1718
4534,sao jose do herval,176,1917,-29.0448214,-52.2948783,9.181
4535,sao jose do hortencio,485,4924,-29.5305383,-51.2503032,9.8497
4536,sao jose do inhacora,270,2040,-27.725055,-54.127462,13.2353
4537,sao jose do jacuipe,311,10546,-11.5040358,-40.025658,2.949
4538,sao jose do jacuri,227,6409,-18.2773091,-42.6714372,3.5419
4539,sao jose do mantimento,125,2821,-20.003958,-41.7458061,4.4311
4540,sao jose do norte,1433,27866,-32.0145182,-52.0406082,5.1425
4541,sao jose do ouro,722,6911,-27.7736185,-51.5947672,10.4471
4542,sao jose do peixe,151,3737,-7.4938166,-42.5661301,4.0407
4543,sao jose do piaui,128,6696,-6.8725567,-41.4772864,1.9116
4544,sao jose do povo,106,4102,-16.4647805,-54.2539044,2.5841
4545,sao jose do rio claro,1259,21351,-13.4467103,-56.7214365,5.8967
4546,sao jose do rio pardo,3273,55298,-21.595288,-46.887303,5.9188
4547,sao jose do rio preto,6021,469173,-20.8125851,-49.3804212,1.2833
4548,sao jose do sabugi,364,4153,-6.7758264,-36.797916,8.7647
4549,sao jose do serido,245,4696,-6.4488139,-36.878528,5.2172
4550,sao jose do sul,255,2464,-29.537476,-51.4828905,10.349
4551,sao jose do vale do rio preto,1181,22032,-22.1509994,-42.9239986,5.3604
4552,sao jose do xingu,756,5646,-10.803888,-52.7357819,13.39
4553,sao jose dos ausentes,486,3559,-28.747731,-50.0645582,13.6555
4554,sao jose dos basilios,159,7639,-5.0530693,-44.5843209,2.0814
4555,sao jose dos campos,7903,737310,-23.1867782,-45.8854538,1.0719
4556,sao jose dos cordeiros,93,3607,-7.3917683,-36.8079501,2.5783
4557,sao jose dos pinhais,18699,334620,-25.533816,-49.2072163,5.5881
4558,sao jose dos quatro marcos,1906,18788,-15.627584,-58.177217,10.1448
4559,sao jose dos ramos,264,6037,-7.2458875,-35.3731185,4.373
4560,sao juliao,181,6379,-7.0834413,-40.8362405,2.8374
4561,sao leopoldo,17453,240378,-29.7544405,-51.1516497,7.2606
4562,sao lourenco,4929,46539,-22.116389,-45.054167,10.5911
4563,sao lourenco da mata,3724,114910,-7.9959607,-35.039335,3.2408
4564,sao lourenco da serra,360,16127,-23.8535923,-46.9440587,2.2323
4565,sao lourenco do oeste,2020,24501,-26.35566,-52.849837,8.2446
4566,sao lourenco do piaui,34,4581,-9.1680968,-42.545289,0.7422
4567,sao lourenco do sul,2848,43501,-31.3669286,-51.9814839,6.547
4568,sao ludgero,1884,13886,-28.3243832,-49.174819,13.5676
4569,sao luis,19854,1115932,-2.5295265,-44.2963942,1.7791
4570,sao luis de montes belos,4840,34488,-16.5210639,-50.3726281,14.0339
4571,sao luis do curu,1160,13086,-3.672399,-39.2364881,8.8644
4572,sao luis do piaui,68,2648,-6.8256095,-41.322949,2.568
4573,sao luis do quitunde,476,34825,-9.3181755,-35.5605097,1.3668
4574,sao luis gonzaga do maranhao,667,18600,-4.3727458,-44.6690368,3.586
4575,sao luiz,443,8232,-25.6132831,-53.8787424,5.3814
4576,sao luiz do norte,562,5263,-14.8620462,-49.3320827,10.6783
4577,sao luiz do paraitinga,930,10693,-23.2220531,-45.3108444,8.6973
4578,sao luiz gonzaga,3834,33124,-28.4074546,-54.9609081,11.5747
4579,sao mamede,827,7682,-6.923862,-37.095436,10.7654
4580,sao manoel do parana,176,2165,-23.394137,-52.645376,8.1293
4581,sao manuel,5029,41287,-22.732081,-48.572316,12.1806
4582,sao marcos,2980,21756,-28.9706799,-51.0687665,13.6974
4583,sao martinho,784,5336,-27.7075144,-53.9663489,14.6927
4584,sao martinho da serra,78,3228,-29.5380766,-53.8544925,2.4164
4585,sao mateus,9938,134629,-18.7146049,-39.8539499,7.3818
4586,sao mateus do maranhao,963,41750,-4.0289169,-44.4667342,2.3066
4587,sao mateus do sul,3855,47137,-25.866823,-50.382796,8.1783
4588,sao miguel,1759,23789,-6.2121764,-38.4977377,7.3942
4589,sao miguel arcanjo,1801,33071,-23.8807771,-47.9963492,5.4459
4590,sao miguel da baixa grande,182,2456,-5.8648279,-42.1864332,7.4104
4591,sao miguel da boa vista,155,1794,-26.6911028,-53.2522818,8.6399
4592,sao miguel das matas,694,11733,-13.047749,-39.4554608,5.9149
4593,sao miguel das missoes,700,7692,-28.5451471,-54.5469209,9.1004
4594,sao miguel de taipu,406,7450,-7.2504094,-35.2094114,5.4497
4595,sao miguel do aleixo,217,3964,-10.3892164,-37.3826157,5.4743
4596,sao miguel do anta,493,6949,-20.7065375,-42.7195395,7.0945
4597,sao miguel do araguaia,3021,21849,-13.2726442,-50.1627219,13.8267
4598,sao miguel do fidalgo,143,3037,-7.5834113,-42.3709452,4.7086
4599,sao miguel do gostoso,579,10441,-5.1230207,-35.6353882,5.5454
4600,sao miguel do guama,3037,60268,-1.6116804,-47.4757551,5.0392
4601,sao miguel do guapore,1743,23147,-11.6951466,-62.7195739,7.5301
4602,sao miguel do iguacu,2266,27696,-25.349171,-54.240498,8.1817
4603,sao miguel do oeste,4578,41246,-26.7278977,-53.5176689,11.0993
4604,sao miguel do passa quatro,427,4105,-17.0582009,-48.6619811,10.4019
4605,sao miguel do tapuio,395,17617,-5.5015262,-41.3214276,2.2422
4606,sao miguel do tocantins,397,12445,-5.5549817,-47.5747649,3.19
4607,sao miguel dos campos,1619,62328,-9.7831115,-36.0967804,2.5975
4608,sao miguel dos milagres,209,8073,-9.267217,-35.376312,2.5889
4609,sao nicolau,59,5153,-28.1857386,-55.2615035,1.145
4610,sao patricio,254,2040,-15.3492626,-49.819299,12.451
4611,sao paulo,4297,12396372,-23.5506507,-46.6333824,0.0347
4612,sao paulo das missoes,501,5654,-28.0225895,-54.936466,8.861
4613,sao paulo de olivenca,3232,40837,-3.4650627,-68.9468462,7.9144
4614,sao paulo do potengi,1747,17858,-5.8941684,-35.7648309,9.7827
4615,sao pedro,5123,5889,-22.5512765,-47.9072359,86.9927
4616,sao pedro da agua branca,89,12779,-5.083403,-48.4299175,0.6965
4617,sao pedro da aldeia,4052,107556,-22.8384835,-42.1031604,3.7673
4618,sao pedro da cipa,467,4823,-16.0030443,-54.9212312,9.6828
4619,sao pedro da serra,296,3881,-29.4195585,-51.5142114,7.6269
4620,sao pedro da uniao,311,4563,-21.1316402,-46.6175338,6.8157
4621,sao pedro das missoes,289,2025,-27.7729041,-53.2478857,14.2716
4622,sao pedro de alcantara,262,6046,-27.5676985,-48.8047973,4.3334
4623,sao pedro do butia,270,2950,-28.1241467,-54.8914661,9.1525
4624,sao pedro do iguacu,565,5745,-24.9341766,-53.8579529,9.8346
4625,sao pedro do ivai,1252,11109,-23.8660384,-51.8563711,11.2701
4626,sao pedro do parana,178,2265,-22.8240967,-53.222755,7.8587
4627,sao pedro do piaui,1064,14356,-5.923768,-42.7195114,7.4115
4628,sao pedro do suacui,281,5160,-18.365556,-42.602778,5.4457
4629,sao pedro do sul,1454,16100,-29.6152729,-54.1790311,9.0311
4630,sao pedro do turvo,818,7724,-22.745286,-49.742829,10.5904
4631,sao pedro dos crentes,192,4700,-6.823889,-46.531864,4.0851
4632,sao pedro dos ferros,391,7634,-20.1706687,-42.522901,5.1218
4633,sao rafael,712,8183,-5.8022027,-36.8835945,8.701
4634,sao raimundo das mangabeiras,849,19090,-7.023608,-45.4769436,4.4474
4635,sao raimundo do doca bezerra,89,5028,-5.1042784,-45.0847117,1.7701
4636,sao raimundo nonato,1261,35035,-9.0149761,-42.6888427,3.5993
4637,sao roberto,476,6856,-5.0188478,-44.9925058,6.9428
4638,sao romao,335,12713,-16.3687716,-45.0678597,2.6351
4639,sao roque,5276,93076,-23.5304843,-47.1355473,5.6685
4640,sao roque de minas,824,7100,-20.245277,-46.365833,11.6056
4641,sao roque do canaa,1170,12602,-19.7385942,-40.6598575,9.2842
4642,sao salvador do tocantins,189,3106,-12.7503331,-48.2352148,6.085
4643,sao sebastiao,6693,91637,-23.8027866,-45.4070527,7.3038
4644,sao sebastiao da amoreira,743,8865,-23.4647501,-50.7605173,8.3813
4645,sao sebastiao da bela vista,511,5598,-22.159167,-45.754167,9.1283
4646,sao sebastiao da boa vista,265,27302,-1.7182884,-49.5319955,0.9706
4647,sao sebastiao da grama,958,12137,-21.7118854,-46.8284162,7.8932
4648,sao sebastiao da vargem alegre,116,3039,-21.0716128,-42.6371378,3.817
4649,sao sebastiao de lagoa de roca,1004,11793,-7.1051675,-35.867966,8.5135
4650,sao sebastiao do alto,600,9416,-21.9555,-42.1347,6.3721
4651,sao sebastiao do anta,386,6697,-19.4972592,-41.983428,5.7638
4652,sao sebastiao do cai,2467,26161,-29.5911777,-51.3778772,9.4301
4653,sao sebastiao do maranhao,412,9884,-18.0859051,-42.5694478,4.1684
4654,sao sebastiao do oeste,385,6948,-20.274723,-45.003611,5.5412
4655,sao sebastiao do paraiso,5683,71915,-20.9124331,-46.9823296,7.9024
4656,sao sebastiao do passe,2310,44554,-12.5177926,-38.4921566,5.1847
4657,sao sebastiao do rio preto,96,1478,-19.2923414,-43.1758535,6.4953
4658,sao sebastiao do rio verde,322,2259,-22.2174751,-44.9783312,14.2541
4659,sao sebastiao do tocantins,294,4898,-5.2587094,-48.2055574,6.0024
4660,sao sebastiao do uatuma,926,14678,-2.5719341,-57.8703616,6.3088
4661,sao sebastiao do umbuzeiro,223,3534,-8.1522871,-37.0090722,6.3101
4662,sao sepe,1516,23492,-30.167219,-53.5690914,6.4533
4663,sao simao,2258,21318,-21.4800208,-47.5531095,10.592
4664,sao tiago,977,10979,-20.913056,-44.509167,8.8988
4665,sao tomas de aquino,435,6980,-20.7844139,-47.097717,6.2321
4666,sao tome,1753,5778,-2.1244833,-48.3358861,30.3392
4667,sao tome das letras,363,7151,-21.7218272,-44.9849435,5.0762
4668,sao valentim,221,3220,-27.5588628,-52.5241756,6.8634
4669,sao valentim do sul,258,2248,-29.0503352,-51.7675031,11.4769
4670,sao valerio,554,3848,-11.974315,-48.235315,14.3971
4671,sao valerio do sul,177,2732,-27.7881823,-53.9348211,6.4788
4672,sao vendelino,347,2288,-29.3684935,-51.3790426,15.1661
4673,sao vicente,10443,6476,-23.9664177,-46.3861401,161.2569
4674,sao vicente de minas,374,7876,-21.703333,-44.443889,4.7486
4675,sao vicente do serido,695,10919,-6.933337,-36.400864,6.3651
4676,sao vicente do sul,590,8742,-29.688161,-54.682643,6.749
4677,sao vicente ferrer,789,22452,-2.8927449,-44.8803633,3.5142
4678,sape,2448,52977,-7.093591,-35.227975,4.6209
4679,sapeacu,1258,17421,-12.7294438,-39.1862263,7.2212
4680,sapezal,3612,27485,-13.547958,-58.8146235,13.1417
4681,sapiranga,9331,80514,-29.6392382,-51.0068586,11.5893
4682,sapopema,706,6708,-23.9105099,-50.5791315,10.5247
4683,sapucai mirim,200,7045,-22.7480012,-45.7427651,2.8389
4684,sapucaia,2436,6088,-29.8197019,-51.1608722,40.0131
4685,sapucaia do sul,9970,142508,-29.8197019,-51.1608722,6.9961
4686,saquarema,2257,91938,-22.9257974,-42.507633,2.4549
4687,sarandi,13944,98888,-27.942,-52.923085,14.1008
4688,sarapui,479,10493,-23.63974,-47.824863,4.5649
4689,sardoa,348,6421,-18.781716,-42.3652762,5.4197
4690,sarutaia,63,3623,-23.2747217,-49.477186,1.7389
4691,sarzedo,1786,34050,-20.0353,-44.1453,5.2452
4692,satiro dias,743,17330,-11.6033746,-38.581456,4.2874
4693,satuba,597,14042,-9.569113,-35.822697,4.2515
4694,satubinha,196,14274,-4.037456,-45.238266,1.3731
4695,saubara,543,12163,-12.7372926,-38.7662996,4.4644
4696,saudade do iguacu,651,5578,-25.6915533,-52.6184857,11.6708
4697,saudades,678,9874,-26.9261779,-53.0046945,6.8665
4698,saude,408,12971,-10.9414907,-40.4205842,3.1455
4699,schroeder,2736,22605,-26.411571,-49.074041,12.1035
4700,seabra,4348,44370,-12.4172071,-41.772051,9.7994
4701,seara,2312,17610,-5.3264703,-39.7156073,13.1289
4702,sebastianopolis do sul,151,3595,-20.6581669,-49.9229043,4.2003
4703,sebastiao barros,6,3434,-10.8149125,-44.8330743,0.1747
4704,sebastiao laranjeiras,416,11586,-14.571002,-42.943438,3.5905
4705,sebastiao leal,280,4311,-7.5679515,-44.0648363,6.495
4706,seberi,1557,10678,-27.4828134,-53.4013251,14.5814
4707,sede nova,253,2875,-27.636739,-53.94929,8.8
4708,segredo,634,7465,-29.3431272,-52.9793788,8.493
4709,selbach,551,5114,-28.6299869,-52.9530657,10.7743
4710,selviria,580,6555,-20.3616393,-51.4251863,8.8482
4711,sem peixe,135,2579,-20.1015407,-42.8408301,5.2346
4712,sena madureira,3293,47168,-9.0659556,-68.6571058,6.9814
4713,senador alexandre costa,19,11285,-5.2597445,-44.0542395,0.1684
4714,senador amaral,732,5365,-22.5654695,-46.17769167394954,13.644
4715,senador canedo,15667,121447,-16.7013233,-49.0914921,12.9003
4716,senador cortes,229,2001,-21.8009734,-42.9450985,11.4443
4717,senador eloi de souza,387,6167,-6.0357055,-35.6923151,6.2753
4718,senador firmino,828,7902,-20.9169703,-43.1001236,10.4784
4719,senador georgino avelino,246,4527,-6.1632427,-35.1233332,5.4341
4720,senador guiomard,574,23446,-9.98,-67.32429365079365,2.4482
4721,senador jose bento,159,1422,-22.1641985,-46.1785855,11.1814
4722,senador jose porfirio,236,11305,-2.5935424,-51.948209,2.0876
4723,senador la rocque,69,13981,-5.4444319,-47.2921001,0.4935
4724,senador modestino goncalves,197,4056,-17.9496602,-43.2257678,4.857
4725,senador pompeu,1570,25418,-5.5874386,-39.3730901,6.1767
4726,senador rui palmeira,292,13893,-9.469865,-37.457606,2.1018
4727,senador sa,762,7758,-3.3528,-40.4644057,9.8221
